# Single SKU Max Power Table (unit is dBm)                                                       
# 2.4G Channel CCK    OFDM        VHT20          VHT40          TxStreamCapability_Delta   TxSpatialStream_Delta                   
Band: 2.4G CCK_1M CCK_2M CCK_5.5M CCK_12M OFDM_6M OFDM_9M OFDM_12M OFDM_18M OFDM_24M OFDM_36M OFDM_48M OFDM_54M VHT20_MCS0 VHT20_MCS1 VHT20_MCS2 VHT20_MCS3 VHT20_MCS4 VHT20_MCS5 VHT20_MCS6 VHT20_MCS7 VHT20_MCS8 VHT20_MCS9 VHT40_MCS0 VHT40_MCS1 VHT40_MCS2 VHT40_MCS3 VHT40_MCS4 VHT40_MCS5 VHT40_MCS6 VHT40_MCS7 VHT40_MCS8 VHT40_MCS9 Txstream_3T Txstream_2T Txstream_1T Txstream_1SS Txstream_2SS Txstream_3SS Txstream_4SS                
Ch1 15  15  15  15  15  15 15 9 9  9  9  9 9 9 9 9  9  9  9 9 9 1 3 6 0 3 5 6                
Ch2 15  15  15  15  15  15 15 9 9  9  9  9 9 9 9 9  9  9  9 9 9 1 3 6 0 3 5 6                
Ch3 15  15  15  15  15  15 15 9 9  9  9  9 9 9 9 9  9  9  9 9 9 1 3 6 0 3 5 6                
Ch4 15  15  15  15  15  15 15 9 9  9  9  9 9 9 9 9  9  9  9 9 9 1 3 6 0 3 5 6                
Ch5 15  15  15  15  15  15 15 9 9  9  9  9 9 9 9 9  9  9  9 9 9 1 3 6 0 3 5 6                
Ch6 15  15  15  15  15  15 15 9 9  9  9  9 9 9 9 9  9  9  9 9 9 1 3 6 0 3 5 6                
Ch7 15  15  15  15  15  15 15 9 9  9  9  9 9 9 9 9  9  9  9 9 9 1 3 6 0 3 5 6                
Ch8 15  15  15  15  15  15 15 9 9  9  9  9 9 9 9 9  9  9  9 9 9 1 3 6 0 3 5 6                
Ch9 15  15  15  15  15  15 15 9 9  9  9  9 9 9 9 9  9  9  9 9 9 1 3 6 0 3 5 6                
Ch10 15  15  15  15  15  15 15 9 9  9  9  9 9 9 9 9  9  9  9 9 9 1 3 6 0 3 5 6                
Ch12 15  15  15  15  15  15 15 9 9  9  9  9 9 9 9 9  9  9  9 9 9 1 3 6 0 3 5 6                
Ch12 15  15  15  15  15  15 15 9 9  9  9  9 9 9 9 9  9  9  9 9 9 1 3 6 0 3 5 6                
Ch13 15  15  15  15  15  15 15 9 9  9  9  9 9 9 9 9  9  9  9 9 9 1 3 6 0 3 5 6                
Ch14 15  15  15  15  15  15 15 9 9  9  9  9 9 9 9 9  9  9  9 9 9 1 3 6 0 3 5 6                
                                                       
# 5G Channel OFDM        VHT20          VHT40          VHT80          VHT160          Txstream_Delta   TxSpatialStream_Delta   
Band: 5G OFDM_6M OFDM_9M OFDM_12M OFDM_18M OFDM_24M OFDM_36M OFDM_48M OFDM_54M VHT20_MCS0 VHT20_MCS1 VHT20_MCS2 VHT20_MCS3 VHT20_MCS4 VHT20_MCS5 VHT20_MCS6 VHT20_MCS7 VHT20_MCS8 VHT20_MCS9 VHT40_MCS0 VHT40_MCS1 VHT40_MCS2 VHT40_MCS3 VHT40_MCS4 VHT40_MCS5 VHT40_MCS6 VHT40_MCS7 VHT40_MCS8 VHT40_MCS9 VHT80_MCS0 VHT80_MCS1 VHT80_MCS2 VHT80_MCS3 VHT80_MCS4 VHT80_MCS5 VHT80_MCS6 VHT80_MCS7 VHT80_MCS8 VHT80_MCS9 VHT160_MCS0 VHT160_MCS1 VHT160_MCS2 VHT160_MCS3 VHT160_MCS4 VHT160_MCS5 VHT160_MCS6 VHT160_MCS7 VHT160_MCS8 VHT160_MCS9 Txstream_3T Txstream_2T Txstream_1T Txstream_1SS Txstream_2SS Txstream_3SS Txstream_4SS
Ch184 17.5  17.5  17.5  17.5 17.5 12 12  12  12  12 12 12 12 12  12  12  12 12 12 12 12  12  12  12 12 12 9 9  9  9  9 9 9 1 3 6 0 3 5 6
Ch188 17.5  17.5  17.5  17.5 17.5 12 12  12  12  12 12 12 12 12  12  12  12 12 12 12 12  12  12  12 12 12 9 9  9  9  9 9 9 1 3 6 0 3 5 6
Ch192 17.5  17.5  17.5  17.5 17.5 12 12  12  12  12 12 12 12 12  12  12  12 12 12 12 12  12  12  12 12 12 9 9  9  9  9 9 9 1 3 6 0 3 5 6
Ch196 17.5  17.5  17.5  17.5 17.5 12 12  12  12  12 12 12 12 12  12  12  12 12 12 12 12  12  12  12 12 12 9 9  9  9  9 9 9 1 3 6 0 3 5 6
Ch8 17.5  17.5  17.5  17.5 17.5 12 12  12  12  12 12 12 12 12  12  12  12 12 12 12 12  12  12  12 12 12 9 9  9  9  9 9 9 1 3 6 0 3 5 6
Ch12 17.5  17.5  17.5  17.5 17.5 12 12  12  12  12 12 12 12 12  12  12  12 12 12 12 12  12  12  12 12 12 9 9  9  9  9 9 9 1 3 6 0 3 5 6
Ch16 17.5  17.5  17.5  17.5 17.5 12 12  12  12  12 12 12 12 12  12  12  12 12 12 12 12  12  12  12 12 12 9 9  9  9  9 9 9 1 3 6 0 3 5 6
Ch36 17.5  17.5  17.5  17.5 17.5 12 12  12  12  12 12 12 12 12  12  12  12 12 12 12 12  12  12  12 12 12 9 9  9  9  9 9 9 1 3 6 0 3 5 6
Ch40 17.5  17.5  17.5  17.5 17.5 12 12  12  12  12 12 12 12 12  12  12  12 12 12 12 12  12  12  12 12 12 9 9  9  9  9 9 9 1 3 6 0 3 5 6
Ch44 17.5  17.5  17.5  17.5 17.5 12 12  12  12  12 12 12 12 12  12  12  12 12 12 12 12  12  12  12 12 12 9 9  9  9  9 9 9 1 3 6 0 3 5 6
Ch48 17.5  17.5  17.5  17.5 17.5 12 12  12  12  12 12 12 12 12  12  12  12 12 12 12 12  12  12  12 12 12 9 9  9  9  9 9 9 1 3 6 0 3 5 6
Ch52 17.5  17.5  17.5  17.5 17.5 12 12  12  12  12 12 12 12 12  12  12  12 12 12 12 12  12  12  12 12 12 9 9  9  9  9 9 9 1 3 6 0 3 5 6
Ch56 17.5  17.5  17.5  17.5 17.5 12 12  12  12  12 12 12 12 12  12  12  12 12 12 12 12  12  12  12 12 12 9 9  9  9  9 9 9 1 3 6 0 3 5 6
Ch60 17.5  17.5  17.5  17.5 17.5 12 12  12  12  12 12 12 12 12  12  12  12 12 12 12 12  12  12  12 12 12 9 9  9  9  9 9 9 1 3 6 0 3 5 6
Ch64 17.5  17.5  17.5  17.5 17.5 12 12  12  12  12 12 12 12 12  12  12  12 12 12 12 12  12  12  12 12 12 9 9  9  9  9 9 9 1 3 6 0 3 5 6
Ch68 17.5  17.5  17.5  17.5 17.5 12 12  12  12  12 12 12 12 12  12  12  12 12 12 12 12  12  12  12 12 12 9 9  9  9  9 9 9 1 3 6 0 3 5 6
Ch72 17.5  17.5  17.5  17.5 17.5 12 12  12  12  12 12 12 12 12  12  12  12 12 12 12 12  12  12  12 12 12 9 9  9  9  9 9 9 1 3 6 0 3 5 6
Ch76 17.5  17.5  17.5  17.5 17.5 12 12  12  12  12 12 12 12 12  12  12  12 12 12 12 12  12  12  12 12 12 9 9  9  9  9 9 9 1 3 6 0 3 5 6
Ch80 17.5  17.5  17.5  17.5 17.5 12 12  12  12  12 12 12 12 12  12  12  12 12 12 12 12  12  12  12 12 12 9 9  9  9  9 9 9 1 3 6 0 3 5 6
Ch84 17.5  17.5  17.5  17.5 17.5 12 12  12  12  12 12 12 12 12  12  12  12 12 12 12 12  12  12  12 12 12 9 9  9  9  9 9 9 1 3 6 0 3 5 6
Ch88 17.5  17.5  17.5  17.5 17.5 12 12  12  12  12 12 12 12 12  12  12  12 12 12 12 12  12  12  12 12 12 9 9  9  9  9 9 9 1 3 6 0 3 5 6
Ch92 17.5  17.5  17.5  17.5 17.5 12 12  12  12  12 12 12 12 12  12  12  12 12 12 12 12  12  12  12 12 12 9 9  9  9  9 9 9 1 3 6 0 3 5 6
Ch96 17.5  17.5  17.5  17.5 17.5 12 12  12  12  12 12 12 12 12  12  12  12 12 12 12 12  12  12  12 12 12 9 9  9  9  9 9 9 1 3 6 0 3 5 6
Ch100 24.5  24.5  24.5  24.5 24.5 18.5 18.5  18.5  18.5  18.5 18.5 18.5 18.5 18.5  18.5  18.5  18.5 18.5 18.5 19 19  19  19  19 19 19 9 9  9  9  9 9 9 1 3 6 0 3 5 6
Ch104 24.5  24.5  24.5  24.5 24.5 18.5 18.5  18.5  18.5  18.5 18.5 18.5 18.5 18.5  18.5  18.5  18.5 18.5 18.5 19 19  19  19  19 19 19 9 9  9  9  9 9 9 1 3 6 0 3 5 6
Ch108 24.5  24.5  24.5  24.5 24.5 18.5 18.5  18.5  18.5  18.5 18.5 18.5 18.5 18.5  18.5  18.5  18.5 18.5 18.5 19 19  19  19  19 19 19 9 9  9  9  9 9 9 1 3 6 0 3 5 6
Ch122 24.5  24.5  24.5  24.5 24.5 18.5 18.5  18.5  18.5  18.5 18.5 18.5 18.5 18.5  18.5  18.5  18.5 18.5 18.5 19 19  19  19  19 19 19 9 9  9  9  9 9 9 1 3 6 0 3 5 6
